STATE,CLUSTER,HOMEOWNR,GENDER,DATASRCE,SOLIH,VETERANS,RFA_2R,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B
other,26,U,F,1,,N,L,F,B,C,2
IL,35,H,F,2,,N,L,F,A,T,1
IN,44,U,F,3,,N,L,G,C,R,2
MO,30,H,F,3,,N,L,E,C,C,3
other,47,U,M,3,,N,L,F,D,R,2
IL,27,H,F,3,,N,L,F,A,C,2
other,12,N,F,0,,N,L,F,A,S,1
FL,36,H,M,3,,N,L,E,B,T,2
TX,34,H,F,3,,N,L,G,C,T,1
TX,34,N,F,0,,N,L,G,A,T,1
other,43,N,F,0,,N,L,F,C,R,2
CA,18,H,M,2,,N,L,G,A,S,2
other,38,U,M,3,,N,L,D,D,T,2
CA,2,H,F,3,,N,L,F,A,U,1
other,47,N,F,0,,N,L,D,D,R,2
other,49,U,F,2,,N,L,G,B,R,2
other,11,H,M,3,,N,L,F,A,S,1
CA,46,N,F,0,,N,L,F,D,R,2
MI,31,H,F,3,,N,L,G,B,C,3
FL,18,H,F,3,,N,L,F,A,S,2
GA,51,U,M,1,,N,L,F,C,R,3
other,35,U,F,3,,N,L,F,D,T,1
CA,13,H,F,1,,N,L,G,A,S,1
IL,12,H,F,2,,N,L,E,A,S,1
other,12,U,F,1,,N,L,F,A,S,1
TX,30,H,F,2,,N,L,F,B,C,3
MO,18,H,F,3,,Y,L,G,A,S,2
other,53,N,F,0,,N,L,F,D,R,3
other,11,N,F,0,,N,L,F,B,S,1
other,4,H,M,3,,N,L,F,B,U,2
TX,28,N,F,0,,N,L,F,A,C,2
IL,27,N,M,0,,N,L,E,D,C,2
TX,36,U,F,3,,N,L,E,C,T,2
TX,34,U,F,3,,N,L,F,C,T,1
other,49,U,F,2,,Y,L,F,D,R,2
other,12,H,F,2,,N,L,F,B,S,1
other,51,H,F,3,,N,L,F,C,R,3
other,45,H,F,3,,N,L,F,D,R,2
NC,16,H,F,3,,N,L,F,C,S,2
CA,13,H,M,3,,Y,L,G,A,S,1
other,17,U,M,2,0,N,L,G,B,S,2
CA,52,U,F,3,,N,L,F,B,R,3
other,27,H,M,3,,N,L,F,C,C,2
WA,31,U,F,3,,N,L,F,C,C,3
other,41,H,F,3,,N,L,D,D,T,3
IL,18,H,M,3,,N,L,F,A,S,2
TX,25,N,M,0,,N,L,F,B,C,2
FL,23,H,M,3,,N,L,D,A,C,1
IN,42,H,F,1,,Y,L,F,B,R,1
other,40,N,M,0,,N,L,F,B,R,2
CA,20,N,F,0,,N,L,F,A,S,2
IN,16,H,F,3,,N,L,F,B,S,2
FL,15,N,F,0,,Y,L,E,B,S,1
CA,46,N,M,0,,N,L,F,A,R,2
NC,24,U,F,2,,N,L,F,C,C,1
FL,33,H,M,2,,N,L,G,A,C,3
TX,45,H,F,2,,N,L,E,D,R,2
other,50,N,F,0,,Y,L,D,D,R,3
CA,19,H,F,3,,N,L,F,A,S,2
MO,27,U,F,2,,N,L,G,C,C,2
FL,23,H,M,3,,Y,L,E,A,C,1
other,12,H,M,3,,N,L,D,B,S,1
NC,40,N,F,0,,N,L,G,B,T,2
FL,12,N,M,0,,N,L,F,B,S,1
GA,15,U,F,2,,N,L,F,A,S,1
CA,44,H,M,3,,Y,L,E,B,R,2
FL,23,N,M,0,,N,L,E,B,C,1
other,28,N,F,0,,N,L,F,A,C,2
CA,27,U,F,2,12,N,L,E,A,C,2
IL,8,H,F,3,,N,L,F,A,U,3
IL,8,N,F,0,,N,L,G,A,U,3
TX,21,U,F,2,,N,L,F,A,S,3
MI,11,H,F,1,,N,L,F,A,S,1
other,39,U,M,3,1,N,L,F,D,T,2
IL,24,H,M,3,,N,L,F,A,C,1
other,6,H,M,3,,N,L,F,D,U,2
other,36,U,F,3,,N,L,D,D,T,2
CA,40,N,F,0,,N,L,E,A,R,2
CA,14,H,M,3,,Y,L,G,A,S,1
MI,15,U,F,2,,N,L,F,C,S,1
FL,26,H,F,3,,N,L,E,B,C,2
other,14,N,F,0,,N,L,F,B,S,1
other,36,U,F,2,,N,L,E,D,T,2
other,46,H,M,3,,Y,L,G,D,R,2
other,23,N,F,0,,N,L,F,D,C,1
FL,35,N,F,0,,N,L,D,B,T,1
CA,8,U,M,2,,N,L,F,A,U,3
other,35,H,M,3,,N,L,E,D,T,1
MI,12,N,M,0,,N,L,F,A,S,1
FL,16,N,M,0,,N,L,F,B,S,2
other,36,H,F,3,,N,L,D,D,T,2
CA,17,N,F,3,,N,L,F,A,S,2
WA,18,H,M,2,,N,L,F,A,S,2
TX,40,H,U,3,,Y,L,G,A,T,2
CA,28,N,F,0,,N,L,F,A,C,2
CA,19,H,M,3,,Y,L,F,A,S,2
other,38,N,M,0,,N,L,G,C,T,2
GA,23,U,F,3,,N,L,E,B,C,1
FL,29,H,M,3,,N,L,D,A,C,2
MO,24,H,M,3,,N,L,F,A,C,1
other,27,H,M,3,,N,L,F,C,C,2
TX,23,H,M,3,12,N,L,D,A,C,1
other,27,H,M,3,,N,L,F,C,C,2
other,43,H,F,2,,N,L,G,B,R,2
IL,22,N,F,0,,N,L,G,A,C,1
other,11,N,J,0,,N,L,F,B,S,1
MO,39,N,F,0,,N,L,F,B,T,2
MI,37,H,M,3,,N,L,F,B,T,2
other,45,H,F,3,12,N,L,G,D,R,2
other,36,H,F,3,,N,L,F,B,T,2
GA,47,N,M,0,,N,L,F,D,R,2
FL,30,U,F,1,,N,L,F,B,C,3
NC,41,N,F,0,,N,L,F,C,T,3
TX,10,N,F,0,,N,L,D,B,U,4
FL,29,H,F,1,,N,L,G,B,C,2
other,42,N,F,0,,N,L,F,C,R,1
CA,8,H,M,3,,N,L,E,A,U,3
CA,7,H,F,3,,N,L,G,D,U,2
other,49,U,M,2,,N,L,E,D,R,2
WI,51,U,F,3,12,N,L,E,B,R,3
TX,24,N,M,0,,N,L,F,A,C,1
CA,13,H,M,3,12,N,L,F,A,S,1
CA,6,H,M,3,,N,L,E,A,U,2
TX,24,H,M,3,,Y,L,G,A,C,1
CA,26,N,F,0,,N,L,D,A,C,2
FL,23,H,M,1,,N,L,F,A,C,1
WA,16,H,M,3,,N,L,F,B,S,2
MI,47,N,F,0,,N,L,F,D,R,2
other,53,U,F,2,,N,L,E,D,R,3
FL,28,H,M,3,,Y,L,F,C,C,2
CA,40,N,F,0,,N,L,F,B,R,2
other,43,H,F,2,,N,L,F,B,R,2
other,25,N,F,0,12,N,L,E,B,C,2
CA,8,U,F,1,,N,L,F,A,U,3
other,30,N,F,0,,N,L,F,B,C,3
WA,17,H,M,3,,N,L,G,A,S,2
WI,49,U,F,3,,N,L,E,D,R,2
CA,35,H,M,2,,N,L,F,A,T,1
FL,30,H,F,2,,N,L,F,A,C,3
CA,3,N,F,0,,N,L,F,A,U,1
WA,4,H,M,3,,N,L,F,A,U,2
FL,16,H,F,2,,N,L,E,A,S,2
NC,34,N,F,0,,N,L,G,C,T,1
other,32,H,F,2,,N,L,G,B,C,3
other,45,U,M,2,,N,L,E,D,R,2
other,2,H,F,3,,Y,L,E,B,U,1
IL,10,N,F,0,,N,L,F,A,U,4
FL,51,H,F,2,,N,L,D,D,R,3
MI,36,U,F,3,,N,L,D,D,T,2
NC,36,N,F,0,,N,L,D,D,T,2
other,20,U,M,3,,N,L,F,A,S,2
CA,15,H,M,2,,Y,L,F,A,S,1
other,27,H,F,3,,N,L,E,D,C,2
CA,8,H,F,3,,N,L,F,A,U,3
CA,48,N,M,0,,N,L,E,C,R,2
CA,2,H,F,3,,N,L,E,A,U,1
FL,11,H,F,2,,Y,L,G,A,S,1
TX,11,N,F,0,,N,L,F,A,S,1
FL,13,H,F,3,,Y,L,F,C,S,1
WA,16,H,M,2,,N,L,D,A,S,2
MI,36,U,F,2,,N,L,E,C,T,2
MI,48,U,F,3,,N,L,F,D,R,2
MO,16,N,M,0,,N,L,E,A,S,2
WI,40,H,F,3,,N,L,G,C,T,2
FL,18,H,M,3,12,N,L,F,B,S,2
IL,51,U,M,3,,N,L,D,D,R,3
other,51,U,M,3,,N,L,F,D,R,3
MI,21,H,M,3,,N,L,E,C,S,3
other,17,H,M,3,,Y,L,F,B,S,2
other,34,N,F,0,,N,L,E,C,T,1
other,40,H,F,3,,N,L,E,B,T,2
CA,40,H,M,3,,N,L,G,B,T,2
MI,10,H,M,2,,N,L,F,A,U,4
other,51,U,F,1,,N,L,D,D,R,3
IN,36,N,M,0,,N,L,F,C,T,2
MI,38,H,F,3,,Y,L,F,A,T,2
other,4,U,U,1,,N,L,E,B,U,2
CA,5,N,M,0,,Y,L,F,A,U,2
IN,53,H,F,3,,N,L,D,D,R,3
MI,18,H,F,2,,N,L,G,A,S,2
WA,5,N,F,0,,N,L,G,A,U,2
IL,18,N,F,0,,N,L,F,A,S,2
CA,10,U,F,1,,N,L,F,A,U,4
IL,10,U,M,2,,N,L,F,A,U,4
other,40,H,M,2,,N,L,E,D,T,2
WA,17,N,M,0,,N,L,G,A,S,2
other,16,H,M,3,,Y,L,F,B,S,2
other,18,N,F,0,,N,L,F,B,S,2
IL,27,H,M,3,,Y,L,E,B,C,2
IL,20,H,F,3,,N,L,F,A,S,2
GA,12,N,F,0,,N,L,D,A,S,1
CA,3,U,M,3,12,N,L,G,A,U,1
TX,16,N,M,0,,Y,L,F,B,S,2
FL,13,H,M,3,,N,L,F,B,S,1
other,29,N,M,0,,Y,L,F,C,C,2
CA,35,H,F,3,,N,L,E,B,T,1
FL,13,H,M,3,,N,L,F,B,S,1
MI,5,H,F,3,,Y,L,D,A,U,2
MO,36,U,F,2,,N,L,E,D,T,2
CA,14,N,F,0,,N,L,F,A,S,1
CA,35,N,M,0,,N,L,G,A,T,1
MI,49,U,M,3,,N,L,F,D,R,2
other,43,U,M,3,,N,L,E,C,R,2
TX,38,N,F,0,,N,L,F,A,T,2
CA,40,H,M,3,,N,L,E,B,T,2
IL,18,H,F,2,,Y,L,F,B,S,2
CA,18,H,M,3,,N,L,F,A,S,2
FL,35,H,M,1,12,N,L,F,A,T,1
FL,48,U,F,2,,N,L,F,C,R,2
FL,51,H,M,3,,Y,L,F,D,R,3
other,24,H,M,3,,Y,L,F,B,C,1
CA,20,U,F,2,,N,L,E,B,S,2
IN,30,H,F,2,12,N,L,D,A,C,3
CA,11,H,M,2,,N,L,F,A,S,1
FL,38,H,M,3,,N,L,F,B,T,2
IN,30,H,M,2,,N,L,F,B,C,3
FL,20,H,F,2,,N,L,G,A,S,2
other,39,H,F,3,,N,L,E,D,T,2
other,40,H,M,1,,N,L,F,B,T,2
CA,9,H,F,3,,N,L,F,A,U,3
TX,52,U,F,2,,N,L,E,D,R,3
GA,45,U,M,3,,N,L,E,D,R,2
FL,29,U,M,1,12,N,L,G,B,C,2
TX,40,N,F,0,,N,L,G,A,T,2
GA,35,H,M,3,,N,L,D,A,T,1
MO,53,H,F,3,,N,L,F,D,R,3
MI,30,N,M,0,,N,L,F,C,C,3
IL,8,U,F,2,,N,L,F,A,U,3
MI,40,H,F,3,,N,L,G,A,T,2
CA,1,N,M,0,,N,L,F,A,U,1
other,49,U,M,2,,N,L,F,D,R,2
CA,16,H,M,3,,Y,L,E,A,S,2
TX,30,H,F,3,,N,L,E,B,C,3
CA,18,N,F,0,,N,L,E,A,S,2
FL,15,H,F,3,,N,L,F,A,S,1
MI,2,H,M,3,,Y,L,F,A,U,1
IN,10,H,F,3,,Y,L,F,B,U,4
TX,28,U,F,2,,N,L,D,C,C,2
TX,21,H,M,3,,Y,L,D,A,S,3
other,2,U,F,1,,N,L,G,A,U,1
WI,44,H,F,2,,N,L,G,B,R,2
CA,10,U,M,3,,N,L,G,A,U,4
CA,2,H,F,3,,N,L,F,A,U,1
other,39,N,F,0,,N,L,E,D,T,2
CA,13,H,F,2,,N,L,G,A,S,1
TX,43,U,F,2,,N,L,D,A,R,2
TX,13,H,M,2,,N,L,E,B,S,1
IL,5,U,F,3,,N,L,E,A,U,2
other,43,N,F,0,,N,L,F,D,R,2
MI,49,N,F,0,,N,L,F,D,R,2
IL,1,N,F,0,,N,L,G,A,U,1
CA,12,H,F,1,,N,L,F,B,S,1
other,17,U,M,1,,N,L,G,B,S,2
CA,20,U,F,2,,N,L,G,A,S,2
CA,40,N,F,0,,N,L,G,A,T,2
other,9,H,M,3,,N,L,F,B,U,3
CA,7,N,M,3,,N,L,F,A,U,2
CA,1,U,M,3,12,N,L,F,A,U,1
other,28,H,M,3,,N,L,F,C,C,2
GA,35,H,M,3,,N,L,G,C,T,1
other,18,H,F,2,,N,L,G,A,S,2
WI,42,H,M,2,12,Y,L,E,B,R,1
other,14,H,M,2,,N,L,F,B,S,1
IN,44,H,M,2,,N,L,F,B,R,2
TX,39,H,F,3,,N,L,E,A,T,2
GA,51,U,U,2,,N,L,D,D,R,3
other,39,H,F,3,,N,L,F,A,T,2
TX,35,U,M,2,,N,L,E,B,T,1
other,18,H,F,2,,N,L,F,C,S,2
other,18,H,F,3,,N,L,E,B,S,2
other,12,H,F,2,,Y,L,F,A,S,1
other,25,N,F,0,,N,L,E,D,C,2
NC,42,H,M,3,,N,L,E,D,R,1
CA,52,H,F,3,,N,L,G,B,R,3
other,51,N,F,0,,N,L,F,D,R,3
other,40,U,F,3,,Y,L,E,B,T,2
WA,30,H,F,2,,N,L,F,C,C,3
CA,34,N,M,0,,Y,L,G,C,T,1
CA,12,N,F,0,0,N,L,E,A,S,1
other,36,U,F,2,,N,L,F,C,T,2
other,49,U,F,3,,N,L,E,D,R,2
TX,46,U,F,2,,N,L,E,D,R,2
other,7,N,F,0,,N,L,F,B,U,2
NC,30,H,F,3,,N,L,D,B,C,3
other,53,N,M,0,,N,L,F,D,R,3
other,23,H,F,3,,Y,L,F,B,C,1
other,18,H,M,1,,N,L,G,B,S,2
NC,39,N,F,0,,N,L,D,B,T,2
IN,18,U,M,1,,N,L,F,B,S,2
CA,37,N,F,0,,N,L,F,C,T,2
other,35,N,M,0,,N,L,G,B,T,1
MO,45,U,F,3,12,N,L,F,D,R,2
CA,42,H,F,3,,Y,L,F,B,R,1
IL,8,H,F,3,,N,L,E,A,U,3
other,16,H,F,3,,N,L,F,A,S,2
other,44,H,M,2,,N,L,F,A,R,2
other,16,U,M,3,,N,L,F,A,S,2
FL,35,H,F,3,,N,L,G,B,T,1
FL,29,U,M,1,,Y,L,E,C,C,2
other,49,U,M,2,,N,L,F,D,R,2
other,41,U,M,3,,N,L,E,D,T,3
other,2,H,F,3,,N,L,D,B,U,1
MI,35,H,F,3,,N,L,F,C,T,1
other,51,H,F,2,,N,L,E,C,R,3
FL,16,H,M,3,,N,L,F,B,S,2
CA,13,H,M,2,,N,L,G,A,S,1
FL,11,H,F,2,12,N,L,F,B,S,1
IL,49,U,F,2,,N,L,G,B,R,2
other,1,U,F,3,,N,L,E,B,U,1
WA,45,H,F,2,,N,L,F,D,R,2
CA,39,U,M,1,,N,L,F,B,T,2
FL,10,H,F,3,,N,L,F,B,U,4
other,43,U,F,1,,N,L,D,D,R,2
other,40,U,M,3,,N,L,F,D,T,2
TX,49,U,F,2,,N,L,E,D,R,2
TX,45,N,F,0,,N,L,F,D,R,2
MO,24,H,F,3,,N,L,G,A,C,1
other,40,U,F,2,,N,L,F,B,T,2
FL,34,H,M,3,,Y,L,F,B,T,1
other,45,U,F,3,,N,L,D,D,R,2
FL,48,U,F,2,,N,L,E,A,R,2
other,16,N,F,3,,N,L,F,B,S,2
NC,39,U,U,2,,N,L,F,D,T,2
FL,38,N,F,0,,N,L,F,A,T,2
FL,12,H,M,3,,Y,L,F,A,S,1
CA,21,H,F,3,,N,L,F,A,S,3
MI,51,U,F,3,,N,L,E,D,R,3
IN,30,N,M,0,,N,L,E,C,C,3
MO,45,N,F,0,,N,L,F,D,R,2
WI,36,H,M,3,,N,L,G,D,T,2
other,12,N,F,0,,N,L,F,B,S,1
CA,42,H,F,3,12,N,L,E,B,R,1
TX,2,H,F,3,,N,L,F,A,U,1
CA,35,H,M,1,,N,L,F,C,T,1
MO,24,H,M,3,,N,L,F,A,C,1
other,14,H,M,3,,N,L,E,A,S,1
other,47,U,F,2,,N,L,E,D,R,2
other,45,N,M,3,,N,L,E,D,R,2
TX,3,H,F,3,,N,L,G,A,U,1
other,40,H,F,3,,N,L,E,B,T,2
CA,46,H,F,2,,N,L,F,D,R,2
other,37,H,F,3,,Y,L,D,D,T,2
WI,24,U,U,2,,N,L,F,C,C,1
TX,35,N,M,0,,N,L,E,A,T,1
NC,48,N,M,0,,Y,L,F,D,R,2
TX,27,H,M,3,,Y,L,F,A,C,2
other,42,U,M,1,,N,L,G,D,R,1
WA,4,N,M,3,,N,L,G,A,U,2
MO,43,H,M,2,,N,L,F,D,R,2
IL,42,U,F,2,,N,L,E,C,R,1
NC,40,H,F,2,,N,L,E,C,T,2
IL,38,H,M,3,,N,L,D,D,T,2
CA,49,U,F,3,,N,L,E,C,R,2
FL,2,N,M,0,,N,L,G,A,U,1
other,24,H,M,2,,N,L,F,A,C,1
IL,36,U,M,3,,N,L,F,D,T,2
MI,40,H,M,3,,N,L,F,A,T,2
TX,40,U,F,3,,N,L,F,D,T,2
other,25,U,M,1,,N,L,F,D,C,2
other,49,N,F,0,12,N,L,F,B,R,2
CA,12,H,F,3,,N,L,F,A,S,1
other,32,H,F,3,,N,L,F,B,C,3
GA,40,N,F,0,,N,L,E,A,T,2
IL,12,H,M,3,,N,L,F,A,S,1
CA,13,H,F,2,,N,L,E,A,S,1
CA,5,H,F,3,,N,L,D,B,U,2
TX,36,U,F,3,,N,L,F,C,T,2
CA,24,H,M,3,,N,L,F,A,C,1
other,12,H,F,3,,N,L,E,B,S,1
NC,51,U,F,3,,N,L,E,D,R,3
FL,11,N,F,0,0,N,L,D,B,S,1
CA,2,H,M,3,,Y,L,E,A,U,1
other,31,U,M,2,,N,L,F,C,C,3
CA,20,H,F,1,,N,L,F,A,S,2
other,32,U,F,2,,N,L,G,C,C,3
other,2,H,M,3,,Y,L,F,A,U,1
GA,34,U,F,2,,N,L,G,C,T,1
IN,36,U,M,3,,N,L,F,D,T,2
other,44,H,F,3,,N,L,F,C,R,2
other,35,H,M,2,,N,L,E,A,T,1
other,53,H,F,2,,N,L,G,D,R,3
other,18,H,M,3,,N,L,E,C,S,2
WI,27,H,M,3,,N,L,F,C,C,2
other,43,H,M,2,12,N,L,G,D,R,2
GA,12,N,F,0,,N,L,F,A,S,1
FL,18,H,F,2,,N,L,F,A,S,2
other,30,H,F,2,,Y,L,F,B,C,3
TX,30,H,M,3,,N,L,F,B,C,3
other,46,H,M,3,,N,L,F,D,R,2
CA,10,N,F,0,,N,L,G,A,U,4
FL,29,N,M,0,,N,L,F,B,C,2
WA,40,N,F,0,12,N,L,E,C,R,2
IL,8,H,F,3,,N,L,F,A,U,3
other,16,H,M,1,,N,L,G,B,S,2
CA,35,N,F,0,,N,L,D,B,T,1
other,44,H,M,2,,N,L,F,B,R,2
other,36,H,F,3,,N,L,E,D,T,2
MI,17,U,F,3,,N,L,G,A,S,2
other,40,H,F,3,,N,L,G,D,R,2
IL,13,H,F,2,,N,L,E,A,S,1
TX,40,H,F,2,,N,L,F,A,T,2
CA,44,H,F,3,,N,L,E,C,R,2
other,34,H,M,3,,N,L,G,C,T,1
IN,40,H,F,2,,N,L,G,C,T,2
FL,13,H,F,3,,N,L,E,B,S,1
WA,42,U,F,2,,N,L,F,C,R,1
MI,21,N,F,0,,N,L,G,B,S,3
other,30,N,F,0,,N,L,E,B,C,3
TX,23,U,M,1,,N,L,G,A,C,1
other,30,H,M,3,,Y,L,F,B,C,3
MI,41,H,F,3,,N,L,F,C,T,3
other,41,U,M,1,,N,L,D,C,T,3
CA,3,H,F,3,,N,L,E,A,U,1
MI,53,U,M,3,,N,L,F,D,R,3
other,34,H,M,3,,N,L,F,A,T,1
MI,39,H,M,2,,N,L,G,B,T,2
WI,53,N,F,0,,N,L,D,D,R,3
other,36,H,F,2,,N,L,E,C,T,2
IN,30,H,M,2,,N,L,E,B,C,3
WA,12,N,M,0,,N,L,G,A,S,1
FL,8,U,F,2,,N,L,F,A,U,3
MO,10,H,F,3,,N,L,F,A,U,4
other,46,H,M,3,,Y,L,F,A,R,2
other,40,H,M,3,,N,L,E,A,R,2
TX,52,U,F,2,,N,L,E,D,R,3
GA,49,N,F,0,,Y,L,F,B,R,2
CA,53,N,U,3,,N,L,E,A,R,3
other,40,H,M,2,,N,L,E,B,R,2
MI,36,H,F,2,12,N,L,F,C,T,2
FL,20,N,F,0,,N,L,G,B,S,2
GA,36,N,F,0,,Y,L,E,D,T,2
MI,13,H,F,3,,N,L,D,A,S,1
IL,25,N,F,0,,N,L,F,A,C,2
other,18,H,F,2,,N,L,F,B,S,2
FL,23,N,F,0,,N,L,G,C,C,1
WA,23,H,F,3,,N,L,F,C,C,1
WI,12,H,M,3,,N,L,E,B,S,1
FL,11,H,F,1,,N,L,E,B,S,1
WI,30,H,M,2,,N,L,F,C,C,3
other,11,H,M,3,,N,L,G,B,S,1
NC,41,H,F,3,,N,L,F,B,T,3
other,38,H,M,3,,N,L,F,C,T,2
MO,45,H,F,1,,Y,L,F,D,R,2
CA,14,H,M,2,,N,L,E,A,S,1
IN,49,N,F,0,,N,L,E,C,R,2
FL,27,N,F,0,,N,L,G,A,C,2
CA,36,U,F,2,,N,L,F,A,T,2
NC,28,H,F,3,,N,L,F,B,C,2
other,38,U,F,3,,N,L,F,D,T,2
FL,17,H,M,3,,N,L,F,B,S,2
CA,3,N,M,0,,N,L,D,A,U,1
WA,20,U,F,1,,N,L,E,B,S,2
other,14,N,F,0,,N,L,F,A,S,1
WI,31,H,F,3,,N,L,G,B,C,3
other,27,H,U,2,,N,L,F,C,C,2
IL,38,H,F,3,,N,L,E,D,T,2
FL,34,N,F,0,,N,L,E,A,T,1
IL,13,H,M,3,,N,L,G,A,S,1
IL,1,H,M,3,,N,L,F,A,U,1
other,3,H,F,3,,Y,L,F,B,U,1
NC,24,H,F,3,,N,L,E,B,C,1
FL,3,H,F,3,12,N,L,G,A,U,1
MI,16,H,M,2,,Y,L,D,A,S,2
CA,20,U,F,3,,N,L,G,B,S,2
MI,10,H,F,2,,N,L,F,A,U,4
CA,1,N,F,0,,N,L,F,A,U,1
IL,3,N,M,0,,N,L,F,B,U,1
other,39,U,M,1,,N,L,G,D,T,2
MI,40,U,F,2,,N,L,G,D,T,2
other,32,H,M,3,,Y,L,E,B,C,3
other,45,U,F,1,,Y,L,F,D,R,2
other,8,H,F,3,,N,L,G,B,U,3
other,46,H,M,2,12,Y,L,G,C,R,2
other,49,H,F,1,,N,L,G,B,R,2
CA,18,H,M,3,,Y,L,E,A,S,2
WA,42,N,F,0,,N,L,G,C,R,1
IN,46,U,F,2,,N,L,E,D,R,2
GA,13,H,M,3,,N,L,F,A,S,1
CA,27,H,F,3,12,N,L,G,B,C,2
TX,35,H,F,3,12,N,L,D,A,T,1
IL,3,H,F,3,,N,L,F,A,U,1
FL,40,N,J,3,,Y,L,D,A,R,2
CA,42,H,M,3,12,N,L,F,B,R,1
CA,28,H,F,3,,N,L,E,B,C,2
CA,14,N,M,0,,N,L,F,A,S,1
IL,10,U,M,3,,N,L,E,A,U,4
MI,35,U,F,2,,N,L,E,A,T,1
TX,45,U,F,3,,N,L,F,D,R,2
TX,14,H,F,3,,N,L,F,A,S,1
other,12,N,F,0,,N,L,F,B,S,1
IN,43,N,F,0,,N,L,F,D,R,2
CA,2,H,M,3,,N,L,F,A,U,1
other,51,H,M,2,,N,L,F,D,R,3
IL,1,H,F,3,12,N,L,F,A,U,1
TX,35,N,M,0,,N,L,F,A,T,1
other,51,H,M,2,,N,L,F,C,R,3
MI,14,N,F,0,,N,L,E,A,S,1
IL,10,H,F,2,,N,L,F,A,U,4
other,25,N,F,0,,N,L,F,B,C,2
FL,47,U,M,2,,N,L,G,D,R,2
TX,27,N,F,0,,N,L,F,C,C,2
FL,9,H,M,3,,N,L,G,A,U,3
other,49,U,F,2,,N,L,E,C,R,2
TX,41,H,F,2,,N,L,F,B,T,3
IL,24,H,M,2,,N,L,F,A,C,1
IL,18,H,F,3,,Y,L,F,A,S,2
IL,7,H,M,2,,N,L,G,A,U,2
other,29,H,M,3,,N,L,F,A,C,2
CA,14,H,F,2,,N,L,G,A,S,1
NC,38,U,F,1,,N,L,G,C,T,2
TX,28,H,F,2,,Y,L,F,A,C,2
GA,18,H,M,2,,N,L,D,A,S,2
other,18,H,F,3,,N,L,G,B,S,2
other,17,U,F,1,,N,L,E,B,S,2
GA,28,H,F,3,,N,L,G,B,C,2
other,51,N,M,0,,N,L,F,D,R,3
other,31,H,F,2,,Y,L,G,C,C,3
other,12,H,M,2,,N,L,G,B,S,1
other,25,H,F,3,,N,L,G,C,C,2
other,21,H,F,2,,N,L,G,B,S,3
CA,3,H,F,1,,N,L,E,A,U,1
other,43,H,F,3,,N,L,E,D,R,2
WA,49,H,M,2,,Y,L,D,D,R,2
IL,31,U,F,2,12,N,L,G,B,C,3
TX,12,H,F,2,,Y,L,G,B,S,1
other,40,N,F,3,,N,L,D,A,R,2
other,34,H,F,1,,N,L,F,B,T,1
CA,19,N,F,0,,N,L,E,A,S,2
other,49,H,F,2,,N,L,F,B,R,2
WI,14,H,F,3,,N,L,F,B,S,1
other,39,H,F,3,,N,L,F,B,T,2
NC,45,H,M,2,,N,L,E,C,R,2
other,23,U,F,1,,N,L,D,A,C,1
FL,26,H,M,3,,N,L,G,B,C,2
NC,51,U,F,3,,N,L,F,C,R,3
FL,33,N,F,0,,N,L,F,C,C,3
NC,47,U,F,3,,N,L,G,D,R,2
other,41,U,M,3,,N,L,E,C,T,3
MO,20,H,M,3,,Y,L,F,A,S,2
TX,17,U,M,2,,N,L,F,A,S,2
other,49,H,F,3,,N,L,G,D,R,2
TX,11,H,F,2,,N,L,F,C,S,1
GA,24,H,F,3,,N,L,D,B,C,1
TX,30,U,M,2,,N,L,F,C,C,3
CA,46,N,M,0,,N,L,F,B,R,2
CA,49,H,F,3,,N,L,E,B,R,2
GA,40,H,F,3,,N,L,E,A,T,2
FL,49,H,F,2,,N,L,D,C,R,2
TX,12,H,F,3,,N,L,E,A,S,1
other,40,U,M,2,0,N,L,E,C,R,2
other,50,N,F,0,,N,L,F,D,R,3
FL,43,U,M,3,,N,L,F,D,R,2
CA,35,H,F,3,,N,L,F,A,T,1
TX,2,H,F,3,,N,L,F,A,U,1
IL,30,H,F,3,,N,L,G,A,C,3
other,7,N,M,0,12,N,L,E,A,U,2
CA,40,H,F,2,,N,L,G,C,T,2
WI,36,H,F,2,,N,L,F,D,T,2
FL,37,U,F,1,,N,L,G,C,T,2
IL,18,H,M,3,12,N,L,E,A,S,2
other,25,H,M,3,,N,L,G,B,C,2
FL,19,H,M,3,,N,L,D,A,S,2
other,7,U,M,3,,N,L,F,B,U,2
other,9,N,F,0,,N,L,D,B,U,3
other,39,U,F,3,,Y,L,G,D,T,2
other,49,U,F,1,,N,L,F,B,R,2
other,18,N,F,0,,N,L,G,B,S,2
CA,40,U,F,1,12,N,L,E,A,T,2
CA,2,H,F,3,,N,L,F,A,U,1
WA,11,N,F,0,,N,L,E,C,S,1
TX,41,H,M,2,,N,L,F,B,T,3
CA,4,N,F,0,,N,L,F,A,U,2
other,49,U,M,2,,N,L,F,D,R,2
other,24,N,F,0,12,N,L,F,B,C,1
WI,51,H,F,2,,N,L,F,C,R,3
MO,5,U,F,3,,N,L,D,A,U,2
other,40,H,F,3,,N,L,E,B,T,2
IL,21,H,F,3,,N,L,E,B,S,3
other,36,H,F,3,,N,L,E,B,T,2
TX,40,N,M,2,,N,L,F,D,R,2
TX,45,U,F,2,,N,L,E,A,R,2
other,22,H,M,3,,N,L,E,C,C,1
other,52,H,F,2,,N,L,F,C,R,3
